FEN_from,FEN_to,count
rn1qkbnr/pb1pp1pp/1p6/2p2p2/4P3/N2P2P1/PPP2PBP/R1BQK1NR b KQkq -,rn1qkb1r/pb1pp1pp/1p3n2/2p2p2/4P3/N2P2P1/PPP2PBP/R1BQK1NR w KQkq -,1
rn1qkb1r/pppb1ppp/4pn2/8/Q1pP4/5NP1/PP2PP1P/RNB1KB1R w KQkq -,rn1qkb1r/pppb1ppp/4pn2/8/2QP4/5NP1/PP2PP1P/RNB1KB1R b KQkq -,1
rn1qkb1r/pppb1pp1/3p1p1p/8/3P4/2N1P3/PPP2PPP/R2QKBNR w KQkq -,rn1qkb1r/pppb1pp1/3p1p1p/8/3P4/2NBP3/PPP2PPP/R2QK1NR b KQkq -,1
rn1qkb1r/ppp3pp/4bp2/3p1p2/3P4/2N1P3/PPP2PPP/R2QKBNR w KQkq -,rn1qkb1r/ppp3pp/4bp2/3p1p2/3P4/2NBP3/PPP2PPP/R2QK1NR b KQkq -,1
rn1qkb1r/ppp3pp/4bp2/3p1p2/2PP4/4P3/PP3PPP/RN1QKBNR w KQkq -,rn1qkb1r/ppp3pp/4bp2/3P1p2/3P4/4P3/PP3PPP/RN1QKBNR b KQkq -,1
rn1qkb1r/ppp2ppp/5n2/3p4/3P2b1/3B1N2/PPP2PPP/RNBQK2R w KQkq -,rn1qkb1r/ppp2ppp/5n2/3p4/3P2b1/3B1N2/PPP2PPP/RNBQ1RK1 b kq -,1
rn1qkb1r/ppp2ppp/5n2/3p1bB1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq -,rn1qkb1r/ppp2ppp/5n2/3p1bB1/3P4/2N1P3/PP3PPP/R2QKBNR b KQkq -,1
rn1qkb1r/ppp2ppp/5n2/3p1b2/8/5NP1/PP1PPPBP/RNBQK2R w KQkq -,rn1qkb1r/ppp2ppp/5n2/3p1b2/8/1Q3NP1/PP1PPPBP/RNB1K2R b KQkq -,1
rn1qkb1r/ppp2ppp/4pn2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq -,rn1qkb1r/ppp2ppp/4pn2/8/2BP2b1/1Q2PN2/PP3PPP/RNB1K2R b KQkq -,1
rn1qkb1r/ppp2ppp/4pn2/5b2/2BP4/2N1P3/PP3PPP/R1BQK1NR w KQkq -,rn1qkb1r/ppp2ppp/4pn2/5b2/2BP4/2N1PN2/PP3PPP/R1BQK2R b KQkq -,1
rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQK2R w KQkq -,rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 b kq -,1
rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 b kq -,r2qkb1r/pppn1ppp/4pn2/3p4/3P2b1/5NP1/PPP1PPBP/RNBQ1RK1 w kq -,1
rn1qkb1r/ppp2ppp/4pn2/3p4/2PP1B2/4PN2/PP3PPP/Rb1QKB1R w KQkq -,rn1qkb1r/ppp2ppp/4pn2/3p4/2PP1B2/4PN2/PP3PPP/1R1QKB1R b Kkq -,1
rn1qkb1r/ppp2ppp/4pn2/3p1b2/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq -,rn1qkb1r/ppp2ppp/4pn2/3p1b2/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq -,1
rn1qkbnr/1p2ppp1/p1p5/3pPb1p/3P3P/2N5/PPP2PP1/R1BQKBNR w KQkq -,rn1qkbnr/1p2ppp1/p1p5/3pPb1p/3P3P/2NB4/PPP2PP1/R1BQK1NR b KQkq -,1
rn1qkbnr/1p2pppp/p1p5/3pPb2/3P3P/2N5/PPP2PP1/R1BQKBNR b KQkq -,rn1qkbnr/1p2ppp1/p1p5/3pPb1p/3P3P/2N5/PPP2PP1/R1BQKBNR w KQkq -,1
rn1qkbnr/1p2pppp/p1p5/3pPb2/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,rn1qkbnr/1p2pppp/p1p5/3pPb2/3P3P/2N5/PPP2PP1/R1BQKBNR b KQkq -,1
rn1qkbnr/1p2pppp/p1p5/3pPb2/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,rn1qkbnr/1p2pppp/p1p5/3pPb2/3P4/8/PPP1NPPP/R1BQKBNR b KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/8/3NP3/1P6/P1P2PPP/RNBQKB1R w KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/1N6/4P3/1P6/P1P2PPP/RNBQKB1R b KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/8/2PpP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/4P3/3P1NP1/PPP2PBP/RNBQK2R b KQkq -,rn1qkbnr/pb3ppp/1p1pp3/2p5/4P3/3P1NP1/PPP2PBP/RNBQK2R w KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/4P3/3P1NP1/PPP2P1P/RNBQKB1R w KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/2p5/4P3/3P1NP1/PPP2PBP/RNBQK2R b KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/8/2PpP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -,rn1qkb1r/pb1p1ppp/1p2pn2/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq -,1
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq -,rn1qkbnr/pb1p1ppp/1p2p3/2p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,1
rn1qkbnr/p3pppp/1pp5/2N2b2/3P4/8/PPP2PPP/R1BQKBNR w KQkq -,rn1qkbnr/p3pppp/1pp5/5b2/3P4/1N6/PPP2PPP/R1BQKBNR b KQkq -,1
rn1qkbnr/p1pppppp/bp6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,rn1qkbnr/p1pppppp/Bp6/8/3PP3/8/PPP2PPP/RNBQK1NR b KQkq -,1
rn1qkbnr/p1pppppp/Bp6/8/3PP3/8/PPP2PPP/RNBQK1NR b KQkq -,r2qkbnr/p1pppppp/np6/8/3PP3/8/PPP2PPP/RNBQK1NR w KQkq -,1
rn1qkbnr/p1pp2pp/1p2p3/5P2/2PP4/3B4/PP3PbP/RNBQK1NR w KQkq -,rn1qkbnr/p1pp2pp/1p2p3/5P1Q/2PP4/3B4/PP3PbP/RNB1K1NR b KQkq -,1
rn1qkbnr/p1pbpppp/8/1p1p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq -,rn1qkb1r/p1pbpppp/5n2/1p1p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq -,1
rn1qkbnr/p1pbpppp/8/1p1p2B1/3P4/4P3/PPP2PPP/RN1QKBNR w KQkq -,rn1qkbnr/p1pbpppp/8/1p1p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq -,1
rn1qkbnr/p1p2ppp/bp2p3/8/4P3/8/PPPNQPPP/R1B1KBNR w KQkq -,rn1qkbnr/p1p2ppp/bp2p3/8/2N1P3/8/PPP1QPPP/R1B1KBNR b KQkq -,1
rn1qkbnr/p1p2ppp/bp2p3/8/4P3/2P5/PP2QPPP/RNB1KBNR w KQkq -,rn1qkbnr/p1p2ppp/bp2p3/8/4P3/2P5/PPQ2PPP/RNB1KBNR b KQkq -,1
rn1qkbnr/p1p1pppp/b7/1p6/P1pP4/4P3/1P3PPP/RNBQKBNR w KQkq -,rn1qkbnr/p1p1pppp/b7/1P6/2pP4/4P3/1P3PPP/RNBQKBNR b KQkq -,1
rn1qkbnr/p1p1pppp/b7/1P6/2pP4/4P3/1P3PPP/RNBQKBNR b KQkq -,rn1qkbnr/p1p1pppp/8/1b6/2pP4/4P3/1P3PPP/RNBQKBNR w KQkq -,1
rn1qkbnr/p1p1pppp/8/1b6/2pP4/4P3/1P3PPP/RNBQKBNR w KQkq -,rn1qkbnr/p1p1pppp/8/1b6/2pP4/2N1P3/1P3PPP/R1BQKBNR b KQkq -,1
rn1qkbnr/1pp2ppp/p3p3/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq -,rn1qkbnr/1pp2ppp/p3p3/8/2BP2b1/4PN2/PP3PPP/RNBQ1RK1 b kq -,1
rn1qkbnr/1pp1pppp/p7/8/2pP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq -,rn1qkbnr/1pp1pppp/p7/8/2BP2b1/4PN2/PP3PPP/RNBQK2R b KQkq -,1
rn1qkbnr/1pp1pppp/p7/8/2BP2b1/4PN2/PP3PPP/RNBQK2R b KQkq -,rn1qkbnr/1pp2ppp/p3p3/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq -,1
rn1qkbnr/1pp1pppp/p7/3p2B1/3P2b1/5N2/PPP1PPPP/RN1QKB1R w KQkq -,rn1qkbnr/1pp1pppp/p7/3p2B1/3P2b1/4PN2/PPP2PPP/RN1QKB1R b KQkq -,1
rn1qkbnr/1pp1pppp/p7/3p2B1/3P2b1/4PN2/PPP2PPP/RN1QKB1R b KQkq -,rn1qkb1r/1pp1pppp/p4n2/3p2B1/3P2b1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,1
rn1qkbnr/1p3ppp/p1p1p3/3pPb2/3P4/8/PPP1NPPP/R1BQKBNR w KQkq -,rn1qkbnr/1p3ppp/p1p1p3/3pPb2/3P4/6N1/PPP2PPP/R1BQKBNR b KQkq -,1
rn1qkbnr/1p2pppp/p7/2ppP3/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,rn1qkbnr/1p2pppp/p7/2PpP3/6b1/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,1
rn1qkbnr/1p2pppp/p1p5/3pPb2/3P4/8/PPP1NPPP/R1BQKBNR b KQkq -,rn1qkbnr/1p3ppp/p1p1p3/3pPb2/3P4/8/PPP1NPPP/R1BQKBNR w KQkq -,1
rnb1kb1r/1p2pppp/p4n2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq -,rnb1kb1r/1p2pppp/p4n2/2pq4/3P4/2P2N2/PP2BPPP/RNBQK2R b KQkq -,1
rnb1kb1r/1pqp1ppp/p3pn2/2p5/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w kq -,rnb1kb1r/1pqp1ppp/p3pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 b kq -,1
rnb1kb1r/3ppppp/pq3n2/2pP4/8/8/PP2PPPP/RNBQKBNR w KQkq -,rnb1kb1r/3ppppp/pq3n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/5NP1/PPP2P1P/RNBQKB1R w KQkq -,rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/5NP1/PPP2PBP/RNBQK2R b KQkq -,1
rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/8/PP1PPPPP/R1BQKBNR w KQkq -,rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/P7/1P1PPPPP/R1BQKBNR b KQkq -,1
rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/8/PP1PPPPP/R1BQKBNR w KQkq -,rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/1P6/P2PPPPP/R1BQKBNR b KQkq -,1
rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/1P6/P2PPPPP/R1BQKBNR b KQkq -,rnbqk2r/1ppp1ppp/5n2/p2Np3/1bP5/1P6/P2PPPPP/R1BQKBNR w KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/2P5/PQb5/1P1PPPPP/R1B1KBNR w KQkq -,rnbqk1nr/1ppp1ppp/4p3/p7/2P5/P1Q5/1P1PPPPP/R1B1KBNR b KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/2P5/P1Q5/1P1PPPPP/R1B1KBNR b KQkq -,rnbqk2r/1ppp1ppp/4pn2/p7/2P5/P1Q5/1P1PPPPP/R1B1KBNR w KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/1bPP4/8/PP1BPPPP/RN1QKBNR w KQkq -,rnbqk1nr/1ppp1ppp/4p3/p7/1bPP4/5N2/PP1BPPPP/RN1QKB1R b KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/1bPP4/5N2/PP1BPPPP/RN1QKB1R b KQkq -,rnbqk1nr/1pp2ppp/3pp3/p7/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/1bP5/PQN5/1P1PPPPP/R1B1KBNR b KQkq -,rnbqk1nr/1ppp1ppp/4p3/p7/2P5/PQb5/1P1PPPPP/R1B1KBNR w KQkq -,1
rnbqk1nr/1ppp1ppp/4p3/p7/1bP5/1QN5/PP1PPPPP/R1B1KBNR w KQkq -,rnbqk1nr/1ppp1ppp/4p3/p7/1bP5/PQN5/1P1PPPPP/R1B1KBNR b KQkq -,1
rnbqk1nr/1pp2ppp/3pp3/p7/1bPP4/5NP1/PP1BPP1P/RN1QKB1R b KQkq -,r1bqk1nr/1pp2ppp/2npp3/p7/1bPP4/5NP1/PP1BPP1P/RN1QKB1R w KQkq -,1
rnbqk1nr/1pp2ppp/3pp3/p7/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -,rnbqk1nr/1pp2ppp/3pp3/p7/1bPP4/5NP1/PP1BPP1P/RN1QKB1R b KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/P2PP3/2N1B3/1PP2PPP/R2QKBNR b KQkq -,rnbqk1nr/2p1ppbp/pp1p2p1/8/P2PP3/2N1B3/1PP2PPP/R2QKBNR w KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/5NP1/PPP2PBP/RNBQK2R b KQkq -,r1bqk1nr/1ppnppbp/p2p2p1/8/3PP3/5NP1/PPP2PBP/RNBQK2R w KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/4BP2/PPPQ2PP/RN2KBNR b KQkq -,rnbqk2r/1pp1ppbp/p2p1np1/8/3PP3/4BP2/PPPQ2PP/RN2KBNR w KQkq -,1
rnbqk1nr/1pppbppp/8/p2Np3/2P5/P5P1/1P1PPP1P/R1BQKBNR b KQkq -,rnbqk1nr/1pp1bppp/3p4/p2Np3/2P5/P5P1/1P1PPP1P/R1BQKBNR w KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/4B3/PPPQ1PPP/RN2KBNR w KQkq -,rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/4BP2/PPPQ2PP/RN2KBNR b KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/2N1BN2/PPP2PPP/R2QKB1R b KQkq -,rnbqk2r/1pp1ppbp/p2p1np1/8/3PP3/2N1BN2/PPP2PPP/R2QKB1R w KQkq -,1
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq -,rnbqk1nr/1pp1ppbp/p2p2p1/8/P2PP3/2N1B3/1PP2PPP/R2QKBNR b KQkq -,1
rnbqk1nr/1pp1bppp/3p4/p2Np3/2P5/P5P1/1P1PPP1P/R1BQKBNR w KQkq -,rnbqk1nr/1pp1bppp/3p4/p2Np3/2P5/P5P1/1P1PPPBP/R1BQK1NR b KQkq -,1
rnbqk1nr/1p1p1ppp/p3p3/2b5/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,rnbqk1nr/1p1p1ppp/p3p3/2b5/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq -,1
rnbqk1nr/1p1p1ppp/p3p3/2b5/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,rnbqk1nr/1p1p1ppp/p3p3/2b5/2P1P3/1N6/PP3PPP/RNBQKB1R b KQkq -,1
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -,rnbq1rk1/ppppppbp/5np1/8/2PP4/5NP1/PP2PPBP/RNBQK2R b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQ -,rnbq1rk1/ppp1ppbp/3p1np1/8/3P1B2/4PN2/PPPN1PPP/R2QKB1R w KQ -,1
rnbq1rk1/ppppppbp/5np1/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQ -,rnbq1rk1/ppppppbp/5np1/8/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQ -,rnbq1rk1/ppppppbp/5np1/8/3P1B2/2P2N1P/PP2PPP1/RN1QKB1R b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/3P1B2/2P2N1P/PP2PPP1/RN1QKB1R b KQ -,rnbq1rk1/pp1pppbp/5np1/2p5/3P1B2/2P2N1P/PP2PPP1/RN1QKB1R w KQ -,1
rnbq1rk1/ppppppbp/5np1/8/2PPP3/5P2/PP4PP/RNBQKBNR w KQ -,rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/2PPP3/2NB4/PP3PPP/R1BQK1NR b KQ -,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2NB4/PP3PPP/R1BQK1NR w KQ -,1
rnbqk1nr/1ppp1ppp/8/p2Np3/1bP5/P7/1P1PPPPP/R1BQKBNR b KQkq -,rnbqk1nr/1pppbppp/8/p2Np3/2P5/P7/1P1PPPPP/R1BQKBNR w KQkq -,1
rnbqk1nr/1pppbppp/8/p2Np3/2P5/P7/1P1PPPPP/R1BQKBNR w KQkq -,rnbqk1nr/1pppbppp/8/p2Np3/2P5/P5P1/1P1PPP1P/R1BQKBNR b KQkq -,1
rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/2NBP3/PP3PPP/R1BQK1NR w KQ -,rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/P1NBP3/1P3PPP/R1BQK1NR b KQ -,1
rnbqk1nr/p3ppbp/2pp2p1/1p6/3PP3/2N1B3/PPPQ1PPP/R3KBNR w KQkq -,rnbqk1nr/p3ppbp/2pp2p1/1p6/3PPP2/2N1B3/PPPQ2PP/R3KBNR b KQkq -,1
rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/4B3/PPPQ1PPP/RN2KBNR b KQkq -,rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/4B3/PPPQ1PPP/RN2KBNR w KQkq -,1
rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/4B3/PPP2PPP/RN1QKBNR w KQkq -,rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/4B3/PPPQ1PPP/RN2KBNR b KQkq -,1
rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,rnbqk1nr/pp1pppbp/2p3p1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq -,1
rnbqk1nr/pp1pppbp/2p3p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,rnbqk1nr/pp2ppbp/2p3p1/3p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1
rnbqk1nr/pp1pppbp/2p3p1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq -,rnbqk1nr/pp2ppbp/2pp2p1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR w KQkq -,1
rnbqk1nr/pp1ppp1p/6p1/2pP4/2P5/2b5/PP2PPPP/R1BQKBNR w KQkq -,rnbqk1nr/pp1ppp1p/6p1/2pP4/2P5/2P5/P3PPPP/R1BQKBNR b KQkq -,1
rnbqk1nr/pp1ppp1p/6p1/2pP4/2P5/2P5/P3PPPP/R1BQKBNR b KQkq -,rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq -,1
rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq -,rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P4P/2P5/P3PPP1/R1BQKBNR b KQkq -,1
rnbqk1nr/pp1pp1bp/6p1/2pP1pB1/7P/2N5/PPP1PPP1/R2QKBNR b KQkq -,rnbqk1nr/pp1pp1b1/6pp/2pP1pB1/7P/2N5/PPP1PPP1/R2QKBNR w KQkq -,1
rnbqk1nr/pp1pp1bp/6p1/2p2pB1/3P3P/2N5/PPP1PPP1/R2QKBNR w KQkq -,rnbqk1nr/pp1pp1bp/6p1/2pP1pB1/7P/2N5/PPP1PPP1/R2QKBNR b KQkq -,1
rnbqk1nr/pp1pp1b1/6pp/2pP1pB1/7P/2N5/PPP1PPP1/R2QKBNR w KQkq -,rnbqk1nr/pp1pp1b1/6pp/2pP1p2/5B1P/2N5/PPP1PPP1/R2QKBNR b KQkq -,1
rnbqk1nr/pp1p1pbp/4p1p1/2p5/2PP4/4P1P1/PP3PBP/RNBQK1NR b KQkq -,rnbqk2r/pp1pnpbp/4p1p1/2p5/2PP4/4P1P1/PP3PBP/RNBQK1NR w KQkq -,1
rnbqk1nr/pp1p1pbp/4p1p1/2p5/2P5/4P1P1/PP1P1PBP/RNBQK1NR w KQkq -,rnbqk1nr/pp1p1pbp/4p1p1/2p5/2PP4/4P1P1/PP3PBP/RNBQK1NR b KQkq -,1
rnbqk1nr/p3ppbp/2pp2p1/1p6/3PP3/2N1B3/PPPQ1PPP/R3KBNR w KQkq -,rnbqk1nr/p3ppbp/2pp2p1/1p6/3PP3/2N1BN2/PPPQ1PPP/R3KB1R b KQkq -,1
rnbqk1nr/2p1ppbp/p2p2p1/1p6/3PPP2/2N1B3/PPP3PP/R2QKBNR w KQkq -,rnbqk1nr/2p1ppbp/p2p2p1/1p6/3PPP2/2N1BN2/PPP3PP/R2QKB1R b KQkq -,1
rnbqk1nr/p3ppbp/2pp2p1/1p6/3PP3/2N1B2P/PPP2PP1/R2QKBNR w KQkq -,rnbqk1nr/p3ppbp/2pp2p1/1p6/3PP3/2N1BN1P/PPP2PP1/R2QKB1R b KQkq -,1
rnbqk1nr/p1pp1ppp/1p2p3/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,rnbqk1nr/p1pp1ppp/1p2p3/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR b KQkq -,1
rnbqk1nr/p1pp1ppp/1p2p3/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR b KQkq -,rnb1k1nr/p1ppqppp/1p2p3/8/1bPP4/1QN5/PP2PPPP/R1B1KBNR w KQkq -,1
rnbqk1nr/p1p2ppp/1p2p3/3pP3/3P4/P1b5/1PP2PPP/R1BQKBNR w KQkq -,rnbqk1nr/p1p2ppp/1p2p3/3pP3/3P4/P1P5/2P2PPP/R1BQKBNR b KQkq -,1
rnbqk1nr/p1p2ppp/1p2p3/3pP3/1b1P4/P1N5/1PP2PPP/R1BQKBNR b KQkq -,rnbqk1nr/p1p2ppp/1p2p3/3pP3/3P4/P1b5/1PP2PPP/R1BQKBNR w KQkq -,1
rnbqk1nr/p1p2ppp/1p2p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,rnbqk1nr/p1p2ppp/1p2p3/3pP3/1b1P3P/2N5/PPP2PP1/R1BQKBNR b KQkq -,1
rnbqk1nr/p1p2ppp/1p2p3/3pP3/1b1P3P/2N5/PPP2PP1/R1BQKBNR b KQkq -,rnb1k1nr/p1pq1ppp/1p2p3/3pP3/1b1P3P/2N5/PPP2PP1/R1BQKBNR w KQkq -,1
rnbqk1nr/p1p2ppp/1p2p3/3pP3/1b1P2Q1/2N5/PPP2PPP/R1B1KBNR b KQkq -,rnbqk1nr/p1p2p1p/1p2p1p1/3pP3/1b1P2Q1/2N5/PPP2PPP/R1B1KBNR w KQkq -,1
rnbqk1nr/p1p2p1p/1p2p1p1/3pP3/1b1P2Q1/2N5/PPP2PPP/R1B1KBNR w KQkq -,rnbqk1nr/p1p2p1p/1p2p1p1/3pP3/1b1P2Q1/2N5/PPPB1PPP/R3KBNR b KQkq -,1
rnbqk1nr/p1p1ppbp/1p1p2p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq -,rnbqk1nr/p1p1ppbp/1p1p2p1/8/3PP2P/2N1B3/PPP2PP1/R2QKBNR b KQkq -,1
rnbqk1nr/p1p1ppbp/1p1p2p1/8/3PP2P/2N1B3/PPP2PP1/R2QKBNR b KQkq -,rnbqk1nr/p1p1ppb1/1p1p2p1/7p/3PP2P/2N1B3/PPP2PP1/R2QKBNR w KQkq -,1
rnbqk1nr/p1p1ppb1/1p1p2p1/7p/3PP2P/2N1B3/PPP2PP1/R2QKBNR w KQkq -,rnbqk1nr/p1p1ppb1/1p1p2p1/7p/3PP2P/2N1B3/PPPQ1PP1/R3KBNR b KQkq -,1
rnbqk1nr/2p1ppbp/pp1p2p1/8/P2PP3/2N1B3/1PP2PPP/R2QKBNR w KQkq -,rnbqk1nr/2p1ppbp/pp1p2p1/8/P2PPP2/2N1B3/1PP3PP/R2QKBNR b KQkq -,1
rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQ -,rnbq1rk1/ppppppbp/5np1/8/2PPP3/2NB4/PP3PPP/R1BQK1NR b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQ -,rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR b KQ -,1
rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR b KQ -,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR w KQ -,1
rnbq1rk1/pppp2pp/4pn2/5pB1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQ -,rnbq1rk1/pppp2pp/4pn2/5pB1/1bPP4/2N1PN2/PP3PPP/R2QKB1R b KQ -,1
rnbq1rk1/ppppnppp/4p3/8/1bP5/1QN3P1/PP1PPPBP/R1B1K1NR b KQ -,rnbq1rk1/pp1pnppp/4p3/2p5/1bP5/1QN3P1/PP1PPPBP/R1B1K1NR w KQ -,1
rnbq1rk1/ppppbppp/4pn2/8/2PP4/P4N2/1P1NPPPP/R1BQKB1R w KQ -,rnbq1rk1/ppppbppp/4pn2/8/2PP4/P3PN2/1P1N1PPP/R1BQKB1R b KQ -,1
rnbq1rk1/ppppbppp/4pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQ -,rnbq1rk1/ppppbppp/4pn2/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b - -,1
rnbq1rk1/ppppbppp/4pn2/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b - -,rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w - -,1
